// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b
// command took 1.89s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b
// command took 2.78s and exited with 0
// ***** Done, took 00:00:04 (4.85 sec)   *****
// Found 4 benchmarks:
//   CtorTest.new(): DefaultJob
//   CtorTest.Activator.CreateInstance: DefaultJob
//   CtorTest.'Expression.New [nocache]': DefaultJob
//   CtorTest.'Expression.New [cached]': DefaultJob

// **************************
// Benchmark: CtorTest.new(): DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "97c3b19d-9666-4988-a5ee-980494c3042b.dll" --benchmarkName "CtorPerformance.CtorTest.Manual" --job "Default" --benchmarkId 0 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadActual  16: 102400 op, 659260700.00 ns, 6.4381 us/op
WorkloadActual  17: 102400 op, 632770600.00 ns, 6.1794 us/op
WorkloadActual  18: 102400 op, 615541600.00 ns, 6.0111 us/op
WorkloadActual  19: 102400 op, 819662800.00 ns, 8.0045 us/op
WorkloadActual  20: 102400 op, 813452500.00 ns, 7.9439 us/op
WorkloadActual  21: 102400 op, 845034400.00 ns, 8.2523 us/op
WorkloadActual  22: 102400 op, 606726600.00 ns, 5.9251 us/op
WorkloadActual  23: 102400 op, 603698900.00 ns, 5.8955 us/op
WorkloadActual  24: 102400 op, 614191800.00 ns, 5.9980 us/op
WorkloadActual  25: 102400 op, 632938800.00 ns, 6.1810 us/op
WorkloadActual  26: 102400 op, 619219800.00 ns, 6.0471 us/op
WorkloadActual  27: 102400 op, 630640500.00 ns, 6.1586 us/op
WorkloadActual  28: 102400 op, 586283800.00 ns, 5.7254 us/op
WorkloadActual  29: 102400 op, 619357400.00 ns, 6.0484 us/op
WorkloadActual  30: 102400 op, 602907900.00 ns, 5.8878 us/op
WorkloadActual  31: 102400 op, 650792200.00 ns, 6.3554 us/op
WorkloadActual  32: 102400 op, 723542500.00 ns, 7.0658 us/op
WorkloadActual  33: 102400 op, 656372100.00 ns, 6.4099 us/op
WorkloadActual  34: 102400 op, 655582900.00 ns, 6.4022 us/op
WorkloadActual  35: 102400 op, 632992200.00 ns, 6.1816 us/op
WorkloadActual  36: 102400 op, 711371000.00 ns, 6.9470 us/op
WorkloadActual  37: 102400 op, 672191400.00 ns, 6.5644 us/op
WorkloadActual  38: 102400 op, 725882400.00 ns, 7.0887 us/op
WorkloadActual  39: 102400 op, 758076900.00 ns, 7.4031 us/op
WorkloadActual  40: 102400 op, 746674500.00 ns, 7.2917 us/op
WorkloadActual  41: 102400 op, 676258600.00 ns, 6.6041 us/op
WorkloadActual  42: 102400 op, 686908100.00 ns, 6.7081 us/op
WorkloadActual  43: 102400 op, 592176000.00 ns, 5.7830 us/op
WorkloadActual  44: 102400 op, 603746300.00 ns, 5.8960 us/op
WorkloadActual  45: 102400 op, 661198000.00 ns, 6.4570 us/op
WorkloadActual  46: 102400 op, 655441300.00 ns, 6.4008 us/op
WorkloadActual  47: 102400 op, 620794900.00 ns, 6.0625 us/op
WorkloadActual  48: 102400 op, 613620300.00 ns, 5.9924 us/op
WorkloadActual  49: 102400 op, 613800700.00 ns, 5.9941 us/op
WorkloadActual  50: 102400 op, 666905500.00 ns, 6.5127 us/op
WorkloadActual  51: 102400 op, 626736200.00 ns, 6.1205 us/op
WorkloadActual  52: 102400 op, 602730100.00 ns, 5.8860 us/op
WorkloadActual  53: 102400 op, 621926100.00 ns, 6.0735 us/op
WorkloadActual  54: 102400 op, 659577300.00 ns, 6.4412 us/op
WorkloadActual  55: 102400 op, 620641700.00 ns, 6.0610 us/op
WorkloadActual  56: 102400 op, 611687200.00 ns, 5.9735 us/op
WorkloadActual  57: 102400 op, 625506400.00 ns, 6.1085 us/op
WorkloadActual  58: 102400 op, 631106300.00 ns, 6.1631 us/op
WorkloadActual  59: 102400 op, 617122700.00 ns, 6.0266 us/op
WorkloadActual  60: 102400 op, 622896000.00 ns, 6.0830 us/op
WorkloadActual  61: 102400 op, 584419000.00 ns, 5.7072 us/op
WorkloadActual  62: 102400 op, 600824500.00 ns, 5.8674 us/op
WorkloadActual  63: 102400 op, 644256300.00 ns, 6.2916 us/op
WorkloadActual  64: 102400 op, 618101100.00 ns, 6.0361 us/op
WorkloadActual  65: 102400 op, 595606700.00 ns, 5.8165 us/op
WorkloadActual  66: 102400 op, 596522400.00 ns, 5.8254 us/op
WorkloadActual  67: 102400 op, 627613200.00 ns, 6.1290 us/op
WorkloadActual  68: 102400 op, 610771100.00 ns, 5.9646 us/op
WorkloadActual  69: 102400 op, 619190500.00 ns, 6.0468 us/op
WorkloadActual  70: 102400 op, 627700700.00 ns, 6.1299 us/op
WorkloadActual  71: 102400 op, 614320900.00 ns, 5.9992 us/op
WorkloadActual  72: 102400 op, 582247200.00 ns, 5.6860 us/op
WorkloadActual  73: 102400 op, 597646000.00 ns, 5.8364 us/op
WorkloadActual  74: 102400 op, 594546200.00 ns, 5.8061 us/op
WorkloadActual  75: 102400 op, 611254100.00 ns, 5.9693 us/op
WorkloadActual  76: 102400 op, 607306000.00 ns, 5.9307 us/op
WorkloadActual  77: 102400 op, 618342800.00 ns, 6.0385 us/op
WorkloadActual  78: 102400 op, 615779800.00 ns, 6.0135 us/op
WorkloadActual  79: 102400 op, 614057100.00 ns, 5.9967 us/op
WorkloadActual  80: 102400 op, 621240400.00 ns, 6.0668 us/op
WorkloadActual  81: 102400 op, 612407000.00 ns, 5.9805 us/op
WorkloadActual  82: 102400 op, 609399900.00 ns, 5.9512 us/op
WorkloadActual  83: 102400 op, 625544700.00 ns, 6.1088 us/op
WorkloadActual  84: 102400 op, 644430400.00 ns, 6.2933 us/op
WorkloadActual  85: 102400 op, 586824500.00 ns, 5.7307 us/op
WorkloadActual  86: 102400 op, 623075200.00 ns, 6.0847 us/op
WorkloadActual  87: 102400 op, 628751800.00 ns, 6.1402 us/op
WorkloadActual  88: 102400 op, 644881900.00 ns, 6.2977 us/op
WorkloadActual  89: 102400 op, 606576900.00 ns, 5.9236 us/op
WorkloadActual  90: 102400 op, 644922800.00 ns, 6.2981 us/op
WorkloadActual  91: 102400 op, 620736100.00 ns, 6.0619 us/op
WorkloadActual  92: 102400 op, 605941800.00 ns, 5.9174 us/op
WorkloadActual  93: 102400 op, 626047300.00 ns, 6.1137 us/op

// AfterActualRun
WorkloadResult   1: 102400 op, 597472450.00 ns, 5.8347 us/op
WorkloadResult   2: 102400 op, 585597050.00 ns, 5.7187 us/op
WorkloadResult   3: 102400 op, 658526650.00 ns, 6.4309 us/op
WorkloadResult   4: 102400 op, 690532650.00 ns, 6.7435 us/op
WorkloadResult   5: 102400 op, 721489250.00 ns, 7.0458 us/op
WorkloadResult   6: 102400 op, 701908550.00 ns, 6.8546 us/op
WorkloadResult   7: 102400 op, 713641650.00 ns, 6.9692 us/op
WorkloadResult   8: 102400 op, 634949350.00 ns, 6.2007 us/op
WorkloadResult   9: 102400 op, 673931850.00 ns, 6.5814 us/op
WorkloadResult  10: 102400 op, 632582850.00 ns, 6.1776 us/op
WorkloadResult  11: 102400 op, 622082250.00 ns, 6.0750 us/op
WorkloadResult  12: 102400 op, 630245450.00 ns, 6.1547 us/op
WorkloadResult  13: 102400 op, 630631450.00 ns, 6.1585 us/op
WorkloadResult  14: 102400 op, 659258250.00 ns, 6.4381 us/op
WorkloadResult  15: 102400 op, 632768150.00 ns, 6.1794 us/op
WorkloadResult  16: 102400 op, 615539150.00 ns, 6.0111 us/op
WorkloadResult  17: 102400 op, 606724150.00 ns, 5.9250 us/op
WorkloadResult  18: 102400 op, 603696450.00 ns, 5.8955 us/op
WorkloadResult  19: 102400 op, 614189350.00 ns, 5.9979 us/op
WorkloadResult  20: 102400 op, 632936350.00 ns, 6.1810 us/op
WorkloadResult  21: 102400 op, 619217350.00 ns, 6.0470 us/op
WorkloadResult  22: 102400 op, 630638050.00 ns, 6.1586 us/op
WorkloadResult  23: 102400 op, 586281350.00 ns, 5.7254 us/op
WorkloadResult  24: 102400 op, 619354950.00 ns, 6.0484 us/op
WorkloadResult  25: 102400 op, 602905450.00 ns, 5.8877 us/op
WorkloadResult  26: 102400 op, 650789750.00 ns, 6.3554 us/op
WorkloadResult  27: 102400 op, 656369650.00 ns, 6.4099 us/op
WorkloadResult  28: 102400 op, 655580450.00 ns, 6.4022 us/op
WorkloadResult  29: 102400 op, 632989750.00 ns, 6.1815 us/op
WorkloadResult  30: 102400 op, 711368550.00 ns, 6.9470 us/op
WorkloadResult  31: 102400 op, 672188950.00 ns, 6.5643 us/op
WorkloadResult  32: 102400 op, 676256150.00 ns, 6.6041 us/op
WorkloadResult  33: 102400 op, 686905650.00 ns, 6.7081 us/op
WorkloadResult  34: 102400 op, 592173550.00 ns, 5.7829 us/op
WorkloadResult  35: 102400 op, 603743850.00 ns, 5.8959 us/op
WorkloadResult  36: 102400 op, 661195550.00 ns, 6.4570 us/op
WorkloadResult  37: 102400 op, 655438850.00 ns, 6.4008 us/op
WorkloadResult  38: 102400 op, 620792450.00 ns, 6.0624 us/op
WorkloadResult  39: 102400 op, 613617850.00 ns, 5.9924 us/op
WorkloadResult  40: 102400 op, 613798250.00 ns, 5.9941 us/op
WorkloadResult  41: 102400 op, 666903050.00 ns, 6.5127 us/op
WorkloadResult  42: 102400 op, 626733750.00 ns, 6.1204 us/op
WorkloadResult  43: 102400 op, 602727650.00 ns, 5.8860 us/op
WorkloadResult  44: 102400 op, 621923650.00 ns, 6.0735 us/op
WorkloadResult  45: 102400 op, 659574850.00 ns, 6.4412 us/op
WorkloadResult  46: 102400 op, 620639250.00 ns, 6.0609 us/op
WorkloadResult  47: 102400 op, 611684750.00 ns, 5.9735 us/op
WorkloadResult  48: 102400 op, 625503950.00 ns, 6.1084 us/op
WorkloadResult  49: 102400 op, 631103850.00 ns, 6.1631 us/op
WorkloadResult  50: 102400 op, 617120250.00 ns, 6.0266 us/op
WorkloadResult  51: 102400 op, 622893550.00 ns, 6.0829 us/op
WorkloadResult  52: 102400 op, 584416550.00 ns, 5.7072 us/op
WorkloadResult  53: 102400 op, 600822050.00 ns, 5.8674 us/op
WorkloadResult  54: 102400 op, 644253850.00 ns, 6.2915 us/op
WorkloadResult  55: 102400 op, 618098650.00 ns, 6.0361 us/op
WorkloadResult  56: 102400 op, 595604250.00 ns, 5.8164 us/op
WorkloadResult  57: 102400 op, 596519950.00 ns, 5.8254 us/op
WorkloadResult  58: 102400 op, 627610750.00 ns, 6.1290 us/op
WorkloadResult  59: 102400 op, 610768650.00 ns, 5.9645 us/op
WorkloadResult  60: 102400 op, 619188050.00 ns, 6.0468 us/op
WorkloadResult  61: 102400 op, 627698250.00 ns, 6.1299 us/op
WorkloadResult  62: 102400 op, 614318450.00 ns, 5.9992 us/op
WorkloadResult  63: 102400 op, 582244750.00 ns, 5.6860 us/op
WorkloadResult  64: 102400 op, 597643550.00 ns, 5.8364 us/op
WorkloadResult  65: 102400 op, 594543750.00 ns, 5.8061 us/op
WorkloadResult  66: 102400 op, 611251650.00 ns, 5.9693 us/op
WorkloadResult  67: 102400 op, 607303550.00 ns, 5.9307 us/op
WorkloadResult  68: 102400 op, 618340350.00 ns, 6.0385 us/op
WorkloadResult  69: 102400 op, 615777350.00 ns, 6.0135 us/op
WorkloadResult  70: 102400 op, 614054650.00 ns, 5.9966 us/op
WorkloadResult  71: 102400 op, 621237950.00 ns, 6.0668 us/op
WorkloadResult  72: 102400 op, 612404550.00 ns, 5.9805 us/op
WorkloadResult  73: 102400 op, 609397450.00 ns, 5.9511 us/op
WorkloadResult  74: 102400 op, 625542250.00 ns, 6.1088 us/op
WorkloadResult  75: 102400 op, 644427950.00 ns, 6.2932 us/op
WorkloadResult  76: 102400 op, 586822050.00 ns, 5.7307 us/op
WorkloadResult  77: 102400 op, 623072750.00 ns, 6.0847 us/op
WorkloadResult  78: 102400 op, 628749350.00 ns, 6.1401 us/op
WorkloadResult  79: 102400 op, 644879450.00 ns, 6.2977 us/op
WorkloadResult  80: 102400 op, 606574450.00 ns, 5.9236 us/op
WorkloadResult  81: 102400 op, 644920350.00 ns, 6.2981 us/op
WorkloadResult  82: 102400 op, 620733650.00 ns, 6.0619 us/op
WorkloadResult  83: 102400 op, 605939350.00 ns, 5.9174 us/op
WorkloadResult  84: 102400 op, 626044850.00 ns, 6.1137 us/op

// AfterAll
// Benchmark Process 6500 has exited with code 0

Mean = 6.139 μs, StdErr = 0.032 μs (0.53%), N = 84, StdDev = 0.295 μs
Min = 5.686 μs, Q1 = 5.961 μs, Median = 6.070 μs, Q3 = 6.292 μs, Max = 7.046 μs
IQR = 0.331 μs, LowerFence = 5.465 μs, UpperFence = 6.788 μs
ConfidenceInterval = [6.029 μs; 6.249 μs] (CI 99.9%), Margin = 0.110 μs (1.79% of Mean)
Skewness = 1.09, Kurtosis = 3.95, MValue = 2

// **************************
// Benchmark: CtorTest.'Expression.New [nocache]': DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "97c3b19d-9666-4988-a5ee-980494c3042b.dll" --benchmarkName "CtorPerformance.CtorTest.ExpressionNew" --job "Default" --benchmarkId 2 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 100 op, 387200.00 ns, 3.8720 us/op
WorkloadJitting  1: 100 op, 113841600.00 ns, 1.1384 ms/op

WorkloadPilot    1: 200 op, 226864000.00 ns, 1.1343 ms/op
WorkloadPilot    2: 300 op, 335117200.00 ns, 1.1171 ms/op
WorkloadPilot    3: 400 op, 424001000.00 ns, 1.0600 ms/op
WorkloadPilot    4: 500 op, 638335900.00 ns, 1.2767 ms/op

WorkloadWarmup   1: 500 op, 646156100.00 ns, 1.2923 ms/op
WorkloadWarmup   2: 500 op, 479828800.00 ns, 959.6576 us/op
WorkloadWarmup   3: 500 op, 485877200.00 ns, 971.7544 us/op
WorkloadWarmup   4: 500 op, 471426600.00 ns, 942.8532 us/op
WorkloadWarmup   5: 500 op, 523844500.00 ns, 1.0477 ms/op
WorkloadWarmup   6: 500 op, 525931800.00 ns, 1.0519 ms/op
WorkloadWarmup   7: 500 op, 532650800.00 ns, 1.0653 ms/op
WorkloadWarmup   8: 500 op, 553795300.00 ns, 1.1076 ms/op
WorkloadWarmup   9: 500 op, 509122000.00 ns, 1.0182 ms/op

// BeforeActualRun
WorkloadActual   1: 500 op, 552311700.00 ns, 1.1046 ms/op
WorkloadActual   2: 500 op, 559267800.00 ns, 1.1185 ms/op
WorkloadActual   3: 500 op, 545272400.00 ns, 1.0905 ms/op
WorkloadActual   4: 500 op, 541004300.00 ns, 1.0820 ms/op
WorkloadActual   5: 500 op, 619072700.00 ns, 1.2381 ms/op
WorkloadActual   6: 500 op, 634700300.00 ns, 1.2694 ms/op
WorkloadActual   7: 500 op, 540657200.00 ns, 1.0813 ms/op
WorkloadActual   8: 500 op, 542096900.00 ns, 1.0842 ms/op
WorkloadActual   9: 500 op, 507136200.00 ns, 1.0143 ms/op
WorkloadActual  10: 500 op, 534357200.00 ns, 1.0687 ms/op
WorkloadActual  11: 500 op, 553626200.00 ns, 1.1073 ms/op
WorkloadActual  12: 500 op, 526952900.00 ns, 1.0539 ms/op
WorkloadActual  13: 500 op, 545836200.00 ns, 1.0917 ms/op
WorkloadActual  14: 500 op, 545428600.00 ns, 1.0909 ms/op
WorkloadActual  15: 500 op, 523472000.00 ns, 1.0469 ms/op
WorkloadActual  16: 500 op, 549385200.00 ns, 1.0988 ms/op
WorkloadActual  17: 500 op, 577186400.00 ns, 1.1544 ms/op
WorkloadActual  18: 500 op, 534881900.00 ns, 1.0698 ms/op
WorkloadActual  19: 500 op, 606140800.00 ns, 1.2123 ms/op
WorkloadActual  20: 500 op, 537981000.00 ns, 1.0760 ms/op
WorkloadActual  21: 500 op, 537574900.00 ns, 1.0751 ms/op
WorkloadActual  22: 500 op, 530245400.00 ns, 1.0605 ms/op
WorkloadActual  23: 500 op, 513862800.00 ns, 1.0277 ms/op
WorkloadActual  24: 500 op, 511494800.00 ns, 1.0230 ms/op
WorkloadActual  25: 500 op, 497833200.00 ns, 995.6664 us/op
WorkloadActual  26: 500 op, 519799500.00 ns, 1.0396 ms/op
WorkloadActual  27: 500 op, 526883600.00 ns, 1.0538 ms/op
WorkloadActual  28: 500 op, 549343600.00 ns, 1.0987 ms/op
WorkloadActual  29: 500 op, 516340700.00 ns, 1.0327 ms/op
WorkloadActual  30: 500 op, 517305000.00 ns, 1.0346 ms/op
WorkloadActual  31: 500 op, 510927200.00 ns, 1.0219 ms/op
WorkloadActual  32: 500 op, 512482600.00 ns, 1.0250 ms/op
WorkloadActual  33: 500 op, 503656300.00 ns, 1.0073 ms/op
WorkloadActual  34: 500 op, 528987300.00 ns, 1.0580 ms/op
WorkloadActual  35: 500 op, 485773600.00 ns, 971.5472 us/op
WorkloadActual  36: 500 op, 658904500.00 ns, 1.3178 ms/op
WorkloadActual  37: 500 op, 532834700.00 ns, 1.0657 ms/op
WorkloadActual  38: 500 op, 542601300.00 ns, 1.0852 ms/op
WorkloadActual  39: 500 op, 524655400.00 ns, 1.0493 ms/op
WorkloadActual  40: 500 op, 540794500.00 ns, 1.0816 ms/op
WorkloadActual  41: 500 op, 539098500.00 ns, 1.0782 ms/op
WorkloadActual  42: 500 op, 533648800.00 ns, 1.0673 ms/op
WorkloadActual  43: 500 op, 546945700.00 ns, 1.0939 ms/op

// AfterActualRun
WorkloadResult   1: 500 op, 552311700.00 ns, 1.1046 ms/op
WorkloadResult   2: 500 op, 559267800.00 ns, 1.1185 ms/op
WorkloadResult   3: 500 op, 545272400.00 ns, 1.0905 ms/op
WorkloadResult   4: 500 op, 541004300.00 ns, 1.0820 ms/op
WorkloadResult   5: 500 op, 540657200.00 ns, 1.0813 ms/op
WorkloadResult   6: 500 op, 542096900.00 ns, 1.0842 ms/op
WorkloadResult   7: 500 op, 507136200.00 ns, 1.0143 ms/op
WorkloadResult   8: 500 op, 534357200.00 ns, 1.0687 ms/op
WorkloadResult   9: 500 op, 553626200.00 ns, 1.1073 ms/op
WorkloadResult  10: 500 op, 526952900.00 ns, 1.0539 ms/op
WorkloadResult  11: 500 op, 545836200.00 ns, 1.0917 ms/op
WorkloadResult  12: 500 op, 545428600.00 ns, 1.0909 ms/op
WorkloadResult  13: 500 op, 523472000.00 ns, 1.0469 ms/op
WorkloadResult  14: 500 op, 549385200.00 ns, 1.0988 ms/op
WorkloadResult  15: 500 op, 577186400.00 ns, 1.1544 ms/op
WorkloadResult  16: 500 op, 534881900.00 ns, 1.0698 ms/op
WorkloadResult  17: 500 op, 537981000.00 ns, 1.0760 ms/op
WorkloadResult  18: 500 op, 537574900.00 ns, 1.0751 ms/op
WorkloadResult  19: 500 op, 530245400.00 ns, 1.0605 ms/op
WorkloadResult  20: 500 op, 513862800.00 ns, 1.0277 ms/op
WorkloadResult  21: 500 op, 511494800.00 ns, 1.0230 ms/op
WorkloadResult  22: 500 op, 497833200.00 ns, 995.6664 us/op
WorkloadResult  23: 500 op, 519799500.00 ns, 1.0396 ms/op
WorkloadResult  24: 500 op, 526883600.00 ns, 1.0538 ms/op
WorkloadResult  25: 500 op, 549343600.00 ns, 1.0987 ms/op
WorkloadResult  26: 500 op, 516340700.00 ns, 1.0327 ms/op
WorkloadResult  27: 500 op, 517305000.00 ns, 1.0346 ms/op
WorkloadResult  28: 500 op, 510927200.00 ns, 1.0219 ms/op
WorkloadResult  29: 500 op, 512482600.00 ns, 1.0250 ms/op
WorkloadResult  30: 500 op, 503656300.00 ns, 1.0073 ms/op
WorkloadResult  31: 500 op, 528987300.00 ns, 1.0580 ms/op
WorkloadResult  32: 500 op, 485773600.00 ns, 971.5472 us/op
WorkloadResult  33: 500 op, 532834700.00 ns, 1.0657 ms/op
WorkloadResult  34: 500 op, 542601300.00 ns, 1.0852 ms/op
WorkloadResult  35: 500 op, 524655400.00 ns, 1.0493 ms/op
WorkloadResult  36: 500 op, 540794500.00 ns, 1.0816 ms/op
WorkloadResult  37: 500 op, 539098500.00 ns, 1.0782 ms/op
WorkloadResult  38: 500 op, 533648800.00 ns, 1.0673 ms/op
WorkloadResult  39: 500 op, 546945700.00 ns, 1.0939 ms/op

// AfterAll
// Benchmark Process 41824 has exited with code 0

Mean = 1.064 ms, StdErr = 0.006 ms (0.55%), N = 39, StdDev = 0.037 ms
Min = 0.972 ms, Q1 = 1.037 ms, Median = 1.069 ms, Q3 = 1.088 ms, Max = 1.154 ms
IQR = 0.051 ms, LowerFence = 0.961 ms, UpperFence = 1.164 ms
ConfidenceInterval = [1.043 ms; 1.084 ms] (CI 99.9%), Margin = 0.021 ms (1.96% of Mean)
Skewness = -0.22, Kurtosis = 3.01, MValue = 2

// **************************
// Benchmark: CtorTest.'Expression.New [cached]': DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "97c3b19d-9666-4988-a5ee-980494c3042b.dll" --benchmarkName "CtorPerformance.CtorTest.ExpressionNewCache" --job "Default" --benchmarkId 3 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\97c3b19d-9666-4988-a5ee-980494c3042b\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 100 op, 349000.00 ns, 3.4900 us/op
WorkloadJitting  1: 100 op, 2188100.00 ns, 21.8810 us/op

OverheadJitting  2: 1600 op, 245400.00 ns, 153.3750 ns/op
WorkloadJitting  2: 1600 op, 26349900.00 ns, 16.4687 us/op

WorkloadPilot    1: 1600 op, 21565900.00 ns, 13.4787 us/op
WorkloadPilot    2: 3200 op, 44717200.00 ns, 13.9741 us/op
WorkloadPilot    3: 6400 op, 82726400.00 ns, 12.9260 us/op
WorkloadPilot    4: 12800 op, 181493700.00 ns, 14.1792 us/op
WorkloadPilot    5: 25600 op, 259016600.00 ns, 10.1178 us/op
WorkloadPilot    6: 51200 op, 488533400.00 ns, 9.5417 us/op
WorkloadPilot    7: 102400 op, 935581000.00 ns, 9.1365 us/op

OverheadWarmup   1: 102400 op, 8900.00 ns, 0.0869 ns/op
OverheadWarmup   2: 102400 op, 3200.00 ns, 0.0312 ns/op
OverheadWarmup   3: 102400 op, 4300.00 ns, 0.0420 ns/op
OverheadWarmup   4: 102400 op, 4000.00 ns, 0.0391 ns/op
OverheadWarmup   5: 102400 op, 3300.00 ns, 0.0322 ns/op
OverheadWarmup   6: 102400 op, 2700.00 ns, 0.0264 ns/op
OverheadWarmup   7: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadWarmup   8: 102400 op, 2700.00 ns, 0.0264 ns/op
OverheadWarmup   9: 102400 op, 2400.00 ns, 0.0234 ns/op

OverheadActual   1: 102400 op, 2800.00 ns, 0.0273 ns/op
OverheadActual   2: 102400 op, 4400.00 ns, 0.0430 ns/op
OverheadActual   3: 102400 op, 2700.00 ns, 0.0264 ns/op
OverheadActual   4: 102400 op, 3000.00 ns, 0.0293 ns/op
OverheadActual   5: 102400 op, 3900.00 ns, 0.0381 ns/op
OverheadActual   6: 102400 op, 3100.00 ns, 0.0303 ns/op
OverheadActual   7: 102400 op, 3300.00 ns, 0.0322 ns/op
OverheadActual   8: 102400 op, 2900.00 ns, 0.0283 ns/op
OverheadActual   9: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadActual  10: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadActual  11: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadActual  12: 102400 op, 2500.00 ns, 0.0244 ns/op
OverheadActual  13: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadActual  14: 102400 op, 2500.00 ns, 0.0244 ns/op
OverheadActual  15: 102400 op, 2500.00 ns, 0.0244 ns/op
OverheadActual  16: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadActual  17: 102400 op, 3500.00 ns, 0.0342 ns/op
OverheadActual  18: 102400 op, 2900.00 ns, 0.0283 ns/op
OverheadActual  19: 102400 op, 3100.00 ns, 0.0303 ns/op
OverheadActual  20: 102400 op, 3000.00 ns, 0.0293 ns/op

WorkloadWarmup   1: 102400 op, 954821100.00 ns, 9.3244 us/op
WorkloadWarmup   2: 102400 op, 824833900.00 ns, 8.0550 us/op
WorkloadWarmup   3: 102400 op, 834191100.00 ns, 8.1464 us/op
WorkloadWarmup   4: 102400 op, 856221600.00 ns, 8.3615 us/op
WorkloadWarmup   5: 102400 op, 873392700.00 ns, 8.5292 us/op
WorkloadWarmup   6: 102400 op, 836143000.00 ns, 8.1655 us/op
WorkloadWarmup   7: 102400 op, 851236400.00 ns, 8.3129 us/op
WorkloadWarmup   8: 102400 op, 840643500.00 ns, 8.2094 us/op

// BeforeActualRun
WorkloadActual   1: 102400 op, 862353400.00 ns, 8.4214 us/op
WorkloadActual   2: 102400 op, 868614100.00 ns, 8.4826 us/op
WorkloadActual   3: 102400 op, 876268800.00 ns, 8.5573 us/op
WorkloadActual   4: 102400 op, 835038700.00 ns, 8.1547 us/op
WorkloadActual   5: 102400 op, 818722000.00 ns, 7.9953 us/op
WorkloadActual   6: 102400 op, 916565900.00 ns, 8.9508 us/op
WorkloadActual   7: 102400 op, 814187600.00 ns, 7.9511 us/op
WorkloadActual   8: 102400 op, 863906400.00 ns, 8.4366 us/op
WorkloadActual   9: 102400 op, 884827700.00 ns, 8.6409 us/op
WorkloadActual  10: 102400 op, 914214500.00 ns, 8.9279 us/op
WorkloadActual  11: 102400 op, 944016200.00 ns, 9.2189 us/op
WorkloadActual  12: 102400 op, 844854800.00 ns, 8.2505 us/op
WorkloadActual  13: 102400 op, 868538700.00 ns, 8.4818 us/op
WorkloadActual  14: 102400 op, 873215700.00 ns, 8.5275 us/op
WorkloadActual  15: 102400 op, 892178800.00 ns, 8.7127 us/op
WorkloadActual  16: 102400 op, 849387300.00 ns, 8.2948 us/op
WorkloadActual  17: 102400 op, 844749000.00 ns, 8.2495 us/op
WorkloadActual  18: 102400 op, 916949000.00 ns, 8.9546 us/op
WorkloadActual  19: 102400 op, 913432500.00 ns, 8.9202 us/op
WorkloadActual  20: 102400 op, 923860500.00 ns, 9.0221 us/op
WorkloadActual  21: 102400 op, 854448700.00 ns, 8.3442 us/op
WorkloadActual  22: 102400 op, 871085400.00 ns, 8.5067 us/op
WorkloadActual  23: 102400 op, 850481500.00 ns, 8.3055 us/op
