// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db
// command took 1.35s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db
// command took 2.08s and exited with 0
// ***** Done, took 00:00:03 (3.56 sec)   *****
// Found 4 benchmarks:
//   CtorTest.new(): DefaultJob
//   CtorTest.Activator.CreateInstance: DefaultJob
//   CtorTest.'Expression.New [nocache]': DefaultJob
//   CtorTest.'Expression.New [cached]': DefaultJob

// **************************
// Benchmark: CtorTest.new(): DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fa3a019e-8765-4be8-8e12-003a4ca492db.dll" --benchmarkName "CtorPerformance.CtorTest.Manual" --job "Default" --benchmarkId 0 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult  39: 102400 op, 578269800.00 ns, 5.6472 us/op
WorkloadResult  40: 102400 op, 548418500.00 ns, 5.3556 us/op
WorkloadResult  41: 102400 op, 550805000.00 ns, 5.3790 us/op
WorkloadResult  42: 102400 op, 565958900.00 ns, 5.5269 us/op
WorkloadResult  43: 102400 op, 559050500.00 ns, 5.4595 us/op
WorkloadResult  44: 102400 op, 548084000.00 ns, 5.3524 us/op
WorkloadResult  45: 102400 op, 591741700.00 ns, 5.7787 us/op
WorkloadResult  46: 102400 op, 639976100.00 ns, 6.2498 us/op
WorkloadResult  47: 102400 op, 588951100.00 ns, 5.7515 us/op
WorkloadResult  48: 102400 op, 550315000.00 ns, 5.3742 us/op
WorkloadResult  49: 102400 op, 548591000.00 ns, 5.3573 us/op
WorkloadResult  50: 102400 op, 577955800.00 ns, 5.6441 us/op
WorkloadResult  51: 102400 op, 558939300.00 ns, 5.4584 us/op
WorkloadResult  52: 102400 op, 574400700.00 ns, 5.6094 us/op
WorkloadResult  53: 102400 op, 546860800.00 ns, 5.3404 us/op
WorkloadResult  54: 102400 op, 565795700.00 ns, 5.5253 us/op
WorkloadResult  55: 102400 op, 605647700.00 ns, 5.9145 us/op
WorkloadResult  56: 102400 op, 635726400.00 ns, 6.2083 us/op
WorkloadResult  57: 102400 op, 595804100.00 ns, 5.8184 us/op
WorkloadResult  58: 102400 op, 571585200.00 ns, 5.5819 us/op
WorkloadResult  59: 102400 op, 569302600.00 ns, 5.5596 us/op
WorkloadResult  60: 102400 op, 582090900.00 ns, 5.6845 us/op
WorkloadResult  61: 102400 op, 565145800.00 ns, 5.5190 us/op
WorkloadResult  62: 102400 op, 562085700.00 ns, 5.4891 us/op
WorkloadResult  63: 102400 op, 560948500.00 ns, 5.4780 us/op
WorkloadResult  64: 102400 op, 570021400.00 ns, 5.5666 us/op
WorkloadResult  65: 102400 op, 565436300.00 ns, 5.5218 us/op
WorkloadResult  66: 102400 op, 574084300.00 ns, 5.6063 us/op
WorkloadResult  67: 102400 op, 599174300.00 ns, 5.8513 us/op
WorkloadResult  68: 102400 op, 577511000.00 ns, 5.6398 us/op
WorkloadResult  69: 102400 op, 569192200.00 ns, 5.5585 us/op
WorkloadResult  70: 102400 op, 575208600.00 ns, 5.6173 us/op

// AfterAll
// Benchmark Process 24552 has exited with code 0

Mean = 5.579 μs, StdErr = 0.032 μs (0.57%), N = 70, StdDev = 0.268 μs
Min = 4.818 μs, Q1 = 5.414 μs, Median = 5.559 μs, Q3 = 5.714 μs, Max = 6.295 μs
IQR = 0.300 μs, LowerFence = 4.964 μs, UpperFence = 6.163 μs
ConfidenceInterval = [5.469 μs; 5.689 μs] (CI 99.9%), Margin = 0.110 μs (1.97% of Mean)
Skewness = 0.26, Kurtosis = 3.85, MValue = 2.38

// **************************
// Benchmark: CtorTest.'Expression.New [nocache]': DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fa3a019e-8765-4be8-8e12-003a4ca492db.dll" --benchmarkName "CtorPerformance.CtorTest.ExpressionNew" --job "Default" --benchmarkId 2 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 100 op, 241000.00 ns, 2.4100 us/op
WorkloadJitting  1: 100 op, 95672100.00 ns, 956.7210 us/op

WorkloadPilot    1: 200 op, 194576700.00 ns, 972.8835 us/op
WorkloadPilot    2: 300 op, 276711600.00 ns, 922.3720 us/op
WorkloadPilot    3: 400 op, 336996400.00 ns, 842.4910 us/op
WorkloadPilot    4: 500 op, 431792400.00 ns, 863.5848 us/op
WorkloadPilot    5: 600 op, 545331800.00 ns, 908.8863 us/op

WorkloadWarmup   1: 600 op, 522207600.00 ns, 870.3460 us/op
WorkloadWarmup   2: 600 op, 536685500.00 ns, 894.4758 us/op
WorkloadWarmup   3: 600 op, 549963600.00 ns, 916.6060 us/op
WorkloadWarmup   4: 600 op, 530719200.00 ns, 884.5320 us/op
WorkloadWarmup   5: 600 op, 541990500.00 ns, 903.3175 us/op
WorkloadWarmup   6: 600 op, 534610200.00 ns, 891.0170 us/op

// BeforeActualRun
WorkloadActual   1: 600 op, 544678200.00 ns, 907.7970 us/op
WorkloadActual   2: 600 op, 518397400.00 ns, 863.9957 us/op
WorkloadActual   3: 600 op, 534837800.00 ns, 891.3963 us/op
WorkloadActual   4: 600 op, 535419900.00 ns, 892.3665 us/op
WorkloadActual   5: 600 op, 556566700.00 ns, 927.6112 us/op
WorkloadActual   6: 600 op, 536152700.00 ns, 893.5878 us/op
WorkloadActual   7: 600 op, 551250500.00 ns, 918.7508 us/op
WorkloadActual   8: 600 op, 530423600.00 ns, 884.0393 us/op
WorkloadActual   9: 600 op, 535767400.00 ns, 892.9457 us/op
WorkloadActual  10: 600 op, 541246000.00 ns, 902.0767 us/op
WorkloadActual  11: 600 op, 557085200.00 ns, 928.4753 us/op
WorkloadActual  12: 600 op, 558570400.00 ns, 930.9507 us/op
WorkloadActual  13: 600 op, 565872300.00 ns, 943.1205 us/op
WorkloadActual  14: 600 op, 542230500.00 ns, 903.7175 us/op
WorkloadActual  15: 600 op, 549208800.00 ns, 915.3480 us/op
WorkloadActual  16: 600 op, 547251800.00 ns, 912.0863 us/op
WorkloadActual  17: 600 op, 543630500.00 ns, 906.0508 us/op
WorkloadActual  18: 600 op, 552393800.00 ns, 920.6563 us/op
WorkloadActual  19: 600 op, 556128700.00 ns, 926.8812 us/op

// AfterActualRun
WorkloadResult   1: 600 op, 544678200.00 ns, 907.7970 us/op
WorkloadResult   2: 600 op, 518397400.00 ns, 863.9957 us/op
WorkloadResult   3: 600 op, 534837800.00 ns, 891.3963 us/op
WorkloadResult   4: 600 op, 535419900.00 ns, 892.3665 us/op
WorkloadResult   5: 600 op, 556566700.00 ns, 927.6112 us/op
WorkloadResult   6: 600 op, 536152700.00 ns, 893.5878 us/op
WorkloadResult   7: 600 op, 551250500.00 ns, 918.7508 us/op
WorkloadResult   8: 600 op, 530423600.00 ns, 884.0393 us/op
WorkloadResult   9: 600 op, 535767400.00 ns, 892.9457 us/op
WorkloadResult  10: 600 op, 541246000.00 ns, 902.0767 us/op
WorkloadResult  11: 600 op, 557085200.00 ns, 928.4753 us/op
WorkloadResult  12: 600 op, 558570400.00 ns, 930.9507 us/op
WorkloadResult  13: 600 op, 565872300.00 ns, 943.1205 us/op
WorkloadResult  14: 600 op, 542230500.00 ns, 903.7175 us/op
WorkloadResult  15: 600 op, 549208800.00 ns, 915.3480 us/op
WorkloadResult  16: 600 op, 547251800.00 ns, 912.0863 us/op
WorkloadResult  17: 600 op, 543630500.00 ns, 906.0508 us/op
WorkloadResult  18: 600 op, 552393800.00 ns, 920.6563 us/op
WorkloadResult  19: 600 op, 556128700.00 ns, 926.8812 us/op

// AfterAll
// Benchmark Process 41280 has exited with code 0

Mean = 908.519 μs, StdErr = 4.454 μs (0.49%), N = 19, StdDev = 19.414 μs
Min = 863.996 μs, Q1 = 893.267 μs, Median = 907.797 μs, Q3 = 923.769 μs, Max = 943.120 μs
IQR = 30.502 μs, LowerFence = 847.514 μs, UpperFence = 969.522 μs
ConfidenceInterval = [891.052 μs; 925.985 μs] (CI 99.9%), Margin = 17.466 μs (1.92% of Mean)
Skewness = -0.31, Kurtosis = 2.48, MValue = 2

// **************************
// Benchmark: CtorTest.'Expression.New [cached]': DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "fa3a019e-8765-4be8-8e12-003a4ca492db.dll" --benchmarkName "CtorPerformance.CtorTest.ExpressionNewCache" --job "Default" --benchmarkId 3 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\fa3a019e-8765-4be8-8e12-003a4ca492db\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 100 op, 314600.00 ns, 3.1460 us/op
WorkloadJitting  1: 100 op, 3363500.00 ns, 33.6350 us/op

OverheadJitting  2: 1600 op, 197100.00 ns, 123.1875 ns/op
WorkloadJitting  2: 1600 op, 21126500.00 ns, 13.2041 us/op

WorkloadPilot    1: 1600 op, 19180900.00 ns, 11.9881 us/op
WorkloadPilot    2: 3200 op, 37012100.00 ns, 11.5663 us/op
WorkloadPilot    3: 6400 op, 77808600.00 ns, 12.1576 us/op
WorkloadPilot    4: 12800 op, 132172700.00 ns, 10.3260 us/op
WorkloadPilot    5: 25600 op, 212122000.00 ns, 8.2860 us/op
WorkloadPilot    6: 51200 op, 387764200.00 ns, 7.5735 us/op
WorkloadPilot    7: 102400 op, 794415300.00 ns, 7.7580 us/op

OverheadWarmup   1: 102400 op, 5500.00 ns, 0.0537 ns/op
OverheadWarmup   2: 102400 op, 2900.00 ns, 0.0283 ns/op
OverheadWarmup   3: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadWarmup   4: 102400 op, 2200.00 ns, 0.0215 ns/op
OverheadWarmup   5: 102400 op, 2500.00 ns, 0.0244 ns/op
OverheadWarmup   6: 102400 op, 2700.00 ns, 0.0264 ns/op
OverheadWarmup   7: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadWarmup   8: 102400 op, 2800.00 ns, 0.0273 ns/op
OverheadWarmup   9: 102400 op, 2600.00 ns, 0.0254 ns/op

OverheadActual   1: 102400 op, 2500.00 ns, 0.0244 ns/op
OverheadActual   2: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadActual   3: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadActual   4: 102400 op, 2900.00 ns, 0.0283 ns/op
OverheadActual   5: 102400 op, 2900.00 ns, 0.0283 ns/op
OverheadActual   6: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadActual   7: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadActual   8: 102400 op, 4800.00 ns, 0.0469 ns/op
OverheadActual   9: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadActual  10: 102400 op, 4100.00 ns, 0.0400 ns/op
OverheadActual  11: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadActual  12: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadActual  13: 102400 op, 2200.00 ns, 0.0215 ns/op
OverheadActual  14: 102400 op, 2400.00 ns, 0.0234 ns/op
OverheadActual  15: 102400 op, 2600.00 ns, 0.0254 ns/op
OverheadActual  16: 102400 op, 3200.00 ns, 0.0312 ns/op
OverheadActual  17: 102400 op, 2700.00 ns, 0.0264 ns/op
OverheadActual  18: 102400 op, 2700.00 ns, 0.0264 ns/op
OverheadActual  19: 102400 op, 2300.00 ns, 0.0225 ns/op
OverheadActual  20: 102400 op, 2400.00 ns, 0.0234 ns/op

WorkloadWarmup   1: 102400 op, 800866900.00 ns, 7.8210 us/op
WorkloadWarmup   2: 102400 op, 780067600.00 ns, 7.6178 us/op
WorkloadWarmup   3: 102400 op, 787461400.00 ns, 7.6901 us/op
WorkloadWarmup   4: 102400 op, 779540700.00 ns, 7.6127 us/op
WorkloadWarmup   5: 102400 op, 780575600.00 ns, 7.6228 us/op
WorkloadWarmup   6: 102400 op, 805244100.00 ns, 7.8637 us/op
WorkloadWarmup   7: 102400 op, 890335900.00 ns, 8.6947 us/op
WorkloadWarmup   8: 102400 op, 862037800.00 ns, 8.4183 us/op

// BeforeActualRun
WorkloadActual   1: 102400 op, 893250900.00 ns, 8.7232 us/op
WorkloadActual   2: 102400 op, 786007200.00 ns, 7.6759 us/op
WorkloadActual   3: 102400 op, 788102000.00 ns, 7.6963 us/op
WorkloadActual   4: 102400 op, 805242000.00 ns, 7.8637 us/op
WorkloadActual   5: 102400 op, 757827400.00 ns, 7.4007 us/op
WorkloadActual   6: 102400 op, 790477400.00 ns, 7.7195 us/op
WorkloadActual   7: 102400 op, 770268600.00 ns, 7.5222 us/op
WorkloadActual   8: 102400 op, 763576100.00 ns, 7.4568 us/op
WorkloadActual   9: 102400 op, 874726400.00 ns, 8.5422 us/op
WorkloadActual  10: 102400 op, 892790300.00 ns, 8.7187 us/op
WorkloadActual  11: 102400 op, 841137700.00 ns, 8.2142 us/op
WorkloadActual  12: 102400 op, 804503000.00 ns, 7.8565 us/op
WorkloadActual  13: 102400 op, 797738700.00 ns, 7.7904 us/op
WorkloadActual  14: 102400 op, 802485200.00 ns, 7.8368 us/op
WorkloadActual  15: 102400 op, 818402100.00 ns, 7.9922 us/op
WorkloadActual  16: 102400 op, 980230400.00 ns, 9.5726 us/op
WorkloadActual  17: 102400 op, 979296800.00 ns, 9.5634 us/op
WorkloadActual  18: 102400 op, 932976500.00 ns, 9.1111 us/op
WorkloadActual  19: 102400 op, 1005181300.00 ns, 9.8162 us/op
WorkloadActual  20: 102400 op, 1123606300.00 ns, 10.9727 us/op
WorkloadActual  21: 102400 op, 1041823800.00 ns, 10.1741 us/op
WorkloadActual  22: 102400 op, 1010155700.00 ns, 9.8648 us/op
WorkloadActual  23: 102400 op, 914024700.00 ns, 8.9260 us/op
WorkloadActual  24: 102400 op, 798303500.00 ns, 7.7959 us/op
WorkloadActual  25: 102400 op, 900544100.00 ns, 8.7944 us/op
WorkloadActual  26: 102400 op, 808027500.00 ns, 7.8909 us/op
WorkloadActual  27: 102400 op, 795462100.00 ns, 7.7682 us/op
WorkloadActual  28: 102400 op, 808066600.00 ns, 7.8913 us/op
WorkloadActual  29: 102400 op, 802435300.00 ns, 7.8363 us/op
WorkloadActual  30: 102400 op, 790446600.00 ns, 7.7192 us/op
WorkloadActual  31: 102400 op, 807441400.00 ns, 7.8852 us/op
WorkloadActual  32: 102400 op, 783962600.00 ns, 7.6559 us/op
WorkloadActual  33: 102400 op, 799508800.00 ns, 7.8077 us/op
WorkloadActual  34: 102400 op, 804375200.00 ns, 7.8552 us/op
WorkloadActual  35: 102400 op, 802649700.00 ns, 7.8384 us/op
WorkloadActual  36: 102400 op, 804160900.00 ns, 7.8531 us/op
WorkloadActual  37: 102400 op, 789353500.00 ns, 7.7085 us/op
WorkloadActual  38: 102400 op, 795429800.00 ns, 7.7679 us/op
WorkloadActual  39: 102400 op, 799399800.00 ns, 7.8066 us/op
WorkloadActual  40: 102400 op, 796985200.00 ns, 7.7831 us/op
WorkloadActual  41: 102400 op, 796306500.00 ns, 7.7764 us/op
WorkloadActual  42: 102400 op, 810486900.00 ns, 7.9149 us/op
WorkloadActual  43: 102400 op, 780278600.00 ns, 7.6199 us/op
WorkloadActual  44: 102400 op, 810300700.00 ns, 7.9131 us/op
WorkloadActual  45: 102400 op, 798129800.00 ns, 7.7942 us/op
WorkloadActual  46: 102400 op, 823081400.00 ns, 8.0379 us/op
WorkloadActual  47: 102400 op, 806397100.00 ns, 7.8750 us/op
WorkloadActual  48: 102400 op, 817564900.00 ns, 7.9840 us/op
WorkloadActual  49: 102400 op, 805495800.00 ns, 7.8662 us/op
WorkloadActual  50: 102400 op, 801104300.00 ns, 7.8233 us/op
WorkloadActual  51: 102400 op, 793468400.00 ns, 7.7487 us/op

// AfterActualRun
WorkloadResult   1: 102400 op, 786004650.00 ns, 7.6758 us/op
WorkloadResult   2: 102400 op, 788099450.00 ns, 7.6963 us/op
WorkloadResult   3: 102400 op, 805239450.00 ns, 7.8637 us/op
WorkloadResult   4: 102400 op, 757824850.00 ns, 7.4006 us/op
WorkloadResult   5: 102400 op, 790474850.00 ns, 7.7195 us/op
WorkloadResult   6: 102400 op, 770266050.00 ns, 7.5221 us/op
WorkloadResult   7: 102400 op, 763573550.00 ns, 7.4568 us/op
WorkloadResult   8: 102400 op, 874723850.00 ns, 8.5422 us/op
WorkloadResult   9: 102400 op, 841135150.00 ns, 8.2142 us/op
WorkloadResult  10: 102400 op, 804500450.00 ns, 7.8564 us/op
WorkloadResult  11: 102400 op, 797736150.00 ns, 7.7904 us/op
WorkloadResult  12: 102400 op, 802482650.00 ns, 7.8367 us/op
WorkloadResult  13: 102400 op, 818399550.00 ns, 7.9922 us/op
WorkloadResult  14: 102400 op, 798300950.00 ns, 7.7959 us/op
WorkloadResult  15: 102400 op, 808024950.00 ns, 7.8909 us/op
WorkloadResult  16: 102400 op, 795459550.00 ns, 7.7682 us/op
WorkloadResult  17: 102400 op, 808064050.00 ns, 7.8913 us/op
WorkloadResult  18: 102400 op, 802432750.00 ns, 7.8363 us/op
WorkloadResult  19: 102400 op, 790444050.00 ns, 7.7192 us/op
WorkloadResult  20: 102400 op, 807438850.00 ns, 7.8851 us/op
WorkloadResult  21: 102400 op, 783960050.00 ns, 7.6559 us/op
WorkloadResult  22: 102400 op, 799506250.00 ns, 7.8077 us/op
WorkloadResult  23: 102400 op, 804372650.00 ns, 7.8552 us/op
WorkloadResult  24: 102400 op, 802647150.00 ns, 7.8384 us/op
WorkloadResult  25: 102400 op, 804158350.00 ns, 7.8531 us/op
WorkloadResult  26: 102400 op, 789350950.00 ns, 7.7085 us/op
WorkloadResult  27: 102400 op, 795427250.00 ns, 7.7678 us/op
WorkloadResult  28: 102400 op, 799397250.00 ns, 7.8066 us/op
WorkloadResult  29: 102400 op, 796982650.00 ns, 7.7830 us/op
WorkloadResult  30: 102400 op, 796303950.00 ns, 7.7764 us/op
WorkloadResult  31: 102400 op, 810484350.00 ns, 7.9149 us/op
WorkloadResult  32: 102400 op, 780276050.00 ns, 7.6199 us/op
WorkloadResult  33: 102400 op, 810298150.00 ns, 7.9131 us/op
WorkloadResult  34: 102400 op, 798127250.00 ns, 7.7942 us/op
WorkloadResult  35: 102400 op, 823078850.00 ns, 8.0379 us/op
WorkloadResult  36: 102400 op, 806394550.00 ns, 7.8749 us/op
WorkloadResult  37: 102400 op, 817562350.00 ns, 7.9840 us/op
WorkloadResult  38: 102400 op, 805493250.00 ns, 7.8661 us/op
WorkloadResult  39: 102400 op, 801101750.00 ns, 7.8233 us/op
WorkloadResult  40: 102400 op, 793465850.00 ns, 7.7487 us/op

// AfterAll
// Benchmark Process 41224 has exited with code 0

Mean = 7.820 μs, StdErr = 0.030 μs (0.38%), N = 40, StdDev = 0.188 μs
Min = 7.401 μs, Q1 = 7.741 μs, Median = 7.815 μs, Q3 = 7.877 μs, Max = 8.542 μs
IQR = 0.136 μs, LowerFence = 7.537 μs, UpperFence = 8.082 μs
ConfidenceInterval = [7.714 μs; 7.925 μs] (CI 99.9%), Margin = 0.106 μs (1.35% of Mean)
Skewness = 1.11, Kurtosis = 7.27, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report.csv
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report-github.md
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report.html

// * Detailed results *
CtorTest.new(): DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 97.035 ns, StdErr = 0.556 ns (0.57%), N = 55, StdDev = 4.124 ns
Min = 90.763 ns, Q1 = 93.859 ns, Median = 96.269 ns, Q3 = 99.878 ns, Max = 108.547 ns
IQR = 6.019 ns, LowerFence = 84.831 ns, UpperFence = 108.906 ns
ConfidenceInterval = [95.100 ns; 98.971 ns] (CI 99.9%), Margin = 1.935 ns (1.99% of Mean)
Skewness = 0.76, Kurtosis = 2.76, MValue = 2
-------------------- Histogram --------------------
[ 89.340 ns ;  92.393 ns) | @@@
[ 92.393 ns ;  95.939 ns) | @@@@@@@@@@@@@@@@@@@@@@@
[ 95.939 ns ;  98.786 ns) | @@@@@@@@@@@@@
[ 98.786 ns ; 101.636 ns) | @@@@@@@
[101.636 ns ; 105.054 ns) | @@@@@@@
[105.054 ns ; 108.816 ns) | @@
---------------------------------------------------

CtorTest.Activator.CreateInstance: DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 5.579 μs, StdErr = 0.032 μs (0.57%), N = 70, StdDev = 0.268 μs
Min = 4.818 μs, Q1 = 5.414 μs, Median = 5.559 μs, Q3 = 5.714 μs, Max = 6.295 μs
IQR = 0.300 μs, LowerFence = 4.964 μs, UpperFence = 6.163 μs
ConfidenceInterval = [5.469 μs; 5.689 μs] (CI 99.9%), Margin = 0.110 μs (1.97% of Mean)
Skewness = 0.26, Kurtosis = 3.85, MValue = 2.38
-------------------- Histogram --------------------
[4.733 μs ; 4.904 μs) | @
[4.904 μs ; 5.041 μs) | 
[5.041 μs ; 5.212 μs) | @@@@@
[5.212 μs ; 5.331 μs) | 
[5.331 μs ; 5.516 μs) | @@@@@@@@@@@@@@@@@@@
[5.516 μs ; 5.687 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@
[5.687 μs ; 5.862 μs) | @@@@@@@@@@@@
[5.862 μs ; 6.056 μs) | @@@
[6.056 μs ; 6.297 μs) | @@@@
---------------------------------------------------

CtorTest.'Expression.New [nocache]': DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 908.519 μs, StdErr = 4.454 μs (0.49%), N = 19, StdDev = 19.414 μs
Min = 863.996 μs, Q1 = 893.267 μs, Median = 907.797 μs, Q3 = 923.769 μs, Max = 943.120 μs
IQR = 30.502 μs, LowerFence = 847.514 μs, UpperFence = 969.522 μs
ConfidenceInterval = [891.052 μs; 925.985 μs] (CI 99.9%), Margin = 17.466 μs (1.92% of Mean)
Skewness = -0.31, Kurtosis = 2.48, MValue = 2
-------------------- Histogram --------------------
[854.447 μs ; 873.545 μs) | @
[873.545 μs ; 909.146 μs) | @@@@@@@@@
[909.146 μs ; 931.067 μs) | @@@@@@@@
[931.067 μs ; 952.669 μs) | @
---------------------------------------------------

CtorTest.'Expression.New [cached]': DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 7.820 μs, StdErr = 0.030 μs (0.38%), N = 40, StdDev = 0.188 μs
Min = 7.401 μs, Q1 = 7.741 μs, Median = 7.815 μs, Q3 = 7.877 μs, Max = 8.542 μs
IQR = 0.136 μs, LowerFence = 7.537 μs, UpperFence = 8.082 μs
ConfidenceInterval = [7.714 μs; 7.925 μs] (CI 99.9%), Margin = 0.106 μs (1.35% of Mean)
Skewness = 1.11, Kurtosis = 7.27, MValue = 2
-------------------- Histogram --------------------
[7.387 μs ; 7.593 μs) | @@@
[7.593 μs ; 7.898 μs) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[7.898 μs ; 8.132 μs) | @@@@@
[8.132 μs ; 8.614 μs) | @@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.19041.508 (2004/?/20H1)
Intel Core i7-9850H CPU 2.60GHz, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.100-preview.5.20279.10
  [Host]     : .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
  DefaultJob : .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT


|                     Method |          Mean |         Error |        StdDev |    Ratio | RatioSD |
|--------------------------- |--------------:|--------------:|--------------:|---------:|--------:|
|                      new() |      97.04 ns |      1.935 ns |      4.124 ns |     1.00 |    0.00 |
|   Activator.CreateInstance |   5,578.87 ns |    110.090 ns |    267.975 ns |    57.39 |    3.66 |
| 'Expression.New [nocache]' | 908,518.61 ns | 17,466.263 ns | 19,413.705 ns | 9,312.67 |  433.44 |
|  'Expression.New [cached]' |   7,819.58 ns |    105.565 ns |    187.641 ns |    80.10 |    3.68 |

// * Hints *
Outliers
  CtorTest.new(): Default                     -> 1 outlier  was  removed (136.54 ns)
  CtorTest.Activator.CreateInstance: Default  -> 9 outliers were removed, 10 outliers were detected (4.82 μs, 6.39 μs..7.21 μs)
  CtorTest.'Expression.New [cached]': Default -> 11 outliers were removed (8.72 μs..10.97 μs)

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 ns    : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:02:42 (162.51 sec), executed benchmarks: 4

Global total time: 00:02:46 (166.08 sec), executed benchmarks: 4
// * Artifacts cleanup *
