// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276
// command took 1.34s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276
// command took 2.01s and exited with 0
// ***** Done, took 00:00:03 (3.48 sec)   *****
// Found 4 benchmarks:
//   CtorTest.new(): DefaultJob
//   CtorTest.Activator.CreateInstance: DefaultJob
//   CtorTest.'Expression.New [nocache]': DefaultJob
//   CtorTest.'Expression.New [cached]': DefaultJob

// **************************
// Benchmark: CtorTest.new(): DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "b11de5d8-4295-4fa1-a0f6-90ef3eddf276.dll" --benchmarkName "CtorPerformance.CtorTest.Manual" --job "Default" --benchmarkId 0 in C:\Users\jeliknes\source\repos\IQueryableExpressionExamples\CtorPerformance\bin\Release\net5.0\b11de5d8-4295-4fa1-a0f6-90ef3eddf276\bin\Release\netcoreapp5.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadWarmup   3: 131072 op, 863426700.00 ns, 6.5874 us/op
WorkloadWarmup   4: 131072 op, 862420300.00 ns, 6.5797 us/op
WorkloadWarmup   5: 131072 op, 869034100.00 ns, 6.6302 us/op
WorkloadWarmup   6: 131072 op, 866218700.00 ns, 6.6087 us/op

// BeforeActualRun
WorkloadActual   1: 131072 op, 872433800.00 ns, 6.6561 us/op
WorkloadActual   2: 131072 op, 906421600.00 ns, 6.9154 us/op
WorkloadActual   3: 131072 op, 875626000.00 ns, 6.6805 us/op
WorkloadActual   4: 131072 op, 867305800.00 ns, 6.6170 us/op
WorkloadActual   5: 131072 op, 869633900.00 ns, 6.6348 us/op
WorkloadActual   6: 131072 op, 853106700.00 ns, 6.5087 us/op
WorkloadActual   7: 131072 op, 894349000.00 ns, 6.8233 us/op
WorkloadActual   8: 131072 op, 881668700.00 ns, 6.7266 us/op
WorkloadActual   9: 131072 op, 876838800.00 ns, 6.6897 us/op
WorkloadActual  10: 131072 op, 860628900.00 ns, 6.5661 us/op
WorkloadActual  11: 131072 op, 855659600.00 ns, 6.5282 us/op
WorkloadActual  12: 131072 op, 858778000.00 ns, 6.5520 us/op
WorkloadActual  13: 131072 op, 887062600.00 ns, 6.7678 us/op
WorkloadActual  14: 131072 op, 867640400.00 ns, 6.6196 us/op
WorkloadActual  15: 131072 op, 864499800.00 ns, 6.5956 us/op

// AfterActualRun
WorkloadResult   1: 131072 op, 872221600.00 ns, 6.6545 us/op
WorkloadResult   2: 131072 op, 875413800.00 ns, 6.6789 us/op
WorkloadResult   3: 131072 op, 867093600.00 ns, 6.6154 us/op
WorkloadResult   4: 131072 op, 869421700.00 ns, 6.6332 us/op
WorkloadResult   5: 131072 op, 852894500.00 ns, 6.5071 us/op
WorkloadResult   6: 131072 op, 894136800.00 ns, 6.8217 us/op
WorkloadResult   7: 131072 op, 881456500.00 ns, 6.7250 us/op
WorkloadResult   8: 131072 op, 876626600.00 ns, 6.6881 us/op
WorkloadResult   9: 131072 op, 860416700.00 ns, 6.5645 us/op
WorkloadResult  10: 131072 op, 855447400.00 ns, 6.5265 us/op
WorkloadResult  11: 131072 op, 858565800.00 ns, 6.5503 us/op
WorkloadResult  12: 131072 op, 886850400.00 ns, 6.7661 us/op
WorkloadResult  13: 131072 op, 867428200.00 ns, 6.6180 us/op
WorkloadResult  14: 131072 op, 864287600.00 ns, 6.5940 us/op

// AfterAll
// Benchmark Process 13672 has exited with code 0

Mean = 6.639 μs, StdErr = 0.024 μs (0.37%), N = 14, StdDev = 0.091 μs
Min = 6.507 μs, Q1 = 6.572 μs, Median = 6.626 μs, Q3 = 6.686 μs, Max = 6.822 μs
IQR = 0.114 μs, LowerFence = 6.401 μs, UpperFence = 6.857 μs
ConfidenceInterval = [6.536 μs; 6.741 μs] (CI 99.9%), Margin = 0.103 μs (1.55% of Mean)
Skewness = 0.39, Kurtosis = 2.08, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report.csv
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report-github.md
  BenchmarkDotNet.Artifacts\results\CtorPerformance.CtorTest-report.html

// * Detailed results *
CtorTest.new(): DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 94.817 ns, StdErr = 0.366 ns (0.39%), N = 14, StdDev = 1.368 ns
Min = 92.296 ns, Q1 = 94.111 ns, Median = 94.540 ns, Q3 = 95.729 ns, Max = 97.272 ns
IQR = 1.618 ns, LowerFence = 91.683 ns, UpperFence = 98.156 ns
ConfidenceInterval = [93.273 ns; 96.360 ns] (CI 99.9%), Margin = 1.543 ns (1.63% of Mean)
Skewness = 0.2, Kurtosis = 2.21, MValue = 2
-------------------- Histogram --------------------
[91.550 ns ; 95.043 ns) | @@@@@@@@@
[95.043 ns ; 97.317 ns) | @@@@@
---------------------------------------------------

CtorTest.Activator.CreateInstance: DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 4.858 μs, StdErr = 0.024 μs (0.49%), N = 18, StdDev = 0.100 μs
Min = 4.677 μs, Q1 = 4.788 μs, Median = 4.875 μs, Q3 = 4.928 μs, Max = 5.017 μs
IQR = 0.140 μs, LowerFence = 4.579 μs, UpperFence = 5.138 μs
ConfidenceInterval = [4.764 μs; 4.952 μs] (CI 99.9%), Margin = 0.094 μs (1.93% of Mean)
Skewness = -0.23, Kurtosis = 1.85, MValue = 2
-------------------- Histogram --------------------
[4.627 μs ; 4.733 μs) | @@
[4.733 μs ; 4.834 μs) | @@@@@
[4.834 μs ; 4.960 μs) | @@@@@@@@@
[4.960 μs ; 5.068 μs) | @@
---------------------------------------------------

CtorTest.'Expression.New [nocache]': DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 831.386 μs, StdErr = 1.503 μs (0.18%), N = 15, StdDev = 5.822 μs
Min = 821.644 μs, Q1 = 826.761 μs, Median = 831.496 μs, Q3 = 835.112 μs, Max = 843.678 μs
IQR = 8.351 μs, LowerFence = 814.234 μs, UpperFence = 847.639 μs
ConfidenceInterval = [825.162 μs; 837.610 μs] (CI 99.9%), Margin = 6.224 μs (0.75% of Mean)
Skewness = 0.3, Kurtosis = 2.24, MValue = 2
-------------------- Histogram --------------------
[818.546 μs ; 846.776 μs) | @@@@@@@@@@@@@@@
---------------------------------------------------

CtorTest.'Expression.New [cached]': DefaultJob
Runtime = .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT; GC = Concurrent Workstation
Mean = 6.639 μs, StdErr = 0.024 μs (0.37%), N = 14, StdDev = 0.091 μs
Min = 6.507 μs, Q1 = 6.572 μs, Median = 6.626 μs, Q3 = 6.686 μs, Max = 6.822 μs
IQR = 0.114 μs, LowerFence = 6.401 μs, UpperFence = 6.857 μs
ConfidenceInterval = [6.536 μs; 6.741 μs] (CI 99.9%), Margin = 0.103 μs (1.55% of Mean)
Skewness = 0.39, Kurtosis = 2.08, MValue = 2
-------------------- Histogram --------------------
[6.457 μs ; 6.841 μs) | @@@@@@@@@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=Windows 10.0.19041.508 (2004/?/20H1)
Intel Core i7-9850H CPU 2.60GHz, 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=5.0.100-preview.5.20279.10
  [Host]     : .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT
  DefaultJob : .NET Core 5.0.0 (CoreCLR 5.0.20.27801, CoreFX 5.0.20.27801), X64 RyuJIT


|                     Method |          Mean |        Error |       StdDev |    Ratio | RatioSD |
|--------------------------- |--------------:|-------------:|-------------:|---------:|--------:|
|                      new() |      94.82 ns |     1.543 ns |     1.368 ns |     1.00 |    0.00 |
|   Activator.CreateInstance |   4,858.11 ns |    93.766 ns |   100.328 ns |    51.02 |    1.08 |
| 'Expression.New [nocache]' | 831,385.95 ns | 6,224.443 ns | 5,822.348 ns | 8,768.35 |  140.31 |
|  'Expression.New [cached]' |   6,638.81 ns |   102.684 ns |    91.027 ns |    70.03 |    1.17 |

// * Hints *
Outliers
  CtorTest.new(): Default                     -> 1 outlier  was  removed (101.59 ns)
  CtorTest.'Expression.New [cached]': Default -> 1 outlier  was  removed (6.92 μs)

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 ns    : 1 Nanosecond (0.000000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:20 (80.33 sec), executed benchmarks: 4

Global total time: 00:01:23 (83.82 sec), executed benchmarks: 4
// * Artifacts cleanup *
